#
# File created on 2021-12-09 10:58:07 EST
#
# U.S. Geological Survey
# 
# This file contains selected water-quality data for stations in the National Water Information 
# System water-quality database.  Explanation of codes found in this file are followed by
# the retrieved data.
#
# The data you have secured from the USGS NWISWeb database may include data that have 
# not received Director's approval and as such are provisional and subject to revision. 
# The data are released on the condition that neither the USGS nor the United States 
# Government may be held liable for any damages resulting from its authorized or 
# unauthorized use.
#
# To view additional data-quality attributes, output the results using these options:  
# one result per row, expanded attributes.  Additional precautions are at:
# https://help.waterdata.usgs.gov/tutorials/water-quality-data/help-using-the-water-quality-data-retrieval-system#Data_retrievals_precautions
#
#  agency_cd                   - Agency Code
#  site_no                     - Station number
#  sample_dt                   - Begin date
#  sample_tm                   - Begin time
#  sample_end_dt               - End date
#  sample_end_tm               - End time
#  sample_start_time_datum_cd  - Time datum
#  tm_datum_rlbty_cd           - Time datum reliability code
#  coll_ent_cd                 - Agency Collecting Sample Code
#  medium_cd                   - Medium code
#  tu_id                       - Taxonomic unit code
#  body_part_id                - Body part code
#  P00028                      - Agency analyzing sample, code
#  P00060                      - Discharge, cubic feet per second
#  P00061                      - Discharge, instantaneous, cubic feet per second
#  P00065                      - Gage height, feet
#  P00500                      - Total solids dried at 105 degrees Celsius, water, unfiltered, milligrams per liter
#  P00530                      - Suspended solids, water, unfiltered, milligrams per liter
#  P00600                      - Total nitrogen [nitrate + nitrite + ammonia + organic-N], water, unfiltered, milligrams per liter
#  P00605                      - Organic nitrogen, water, unfiltered, milligrams per liter as nitrogen
#  P00610                      - Ammonia (NH3 + NH4+), water, unfiltered, milligrams per liter as nitrogen
#  P00625                      - Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen
#  P00630                      - Nitrate plus nitrite, water, unfiltered, milligrams per liter as nitrogen
#  P00660                      - Orthophosphate, water, filtered, milligrams per liter as PO4
#  P00665                      - Phosphorus, water, unfiltered, milligrams per liter as phosphorus
#  P00666                      - Phosphorus, water, filtered, milligrams per liter as phosphorus
#  P00671                      - Orthophosphate, water, filtered, milligrams per liter as phosphorus
#  P00940                      - Chloride, water, filtered, milligrams per liter
#  P30207                      - Gage height, above datum, meters
#  P30208                      - Discharge, cubic meters per second
#  P30209                      - Discharge, instantaneous, cubic meters per second
#  P71845                      - Ammonia (NH3 + NH4+), water, unfiltered, milligrams per liter as NH4
#  P71886                      - Phosphorus, water, unfiltered, milligrams per liter as PO4
#  P71887                      - Total nitrogen [nitrate + nitrite + ammonia + organic-N], water, unfiltered, milligrams per liter as nitrate
#  P80154                      - Suspended sediment concentration, milligrams per liter
#  P80155                      - Suspended sediment discharge, short tons per day
#  P82398                      - Sampling method, code
#  P91157                      - Suspended sediment, sediment mass recovered from whole water sample, dry weight, grams
#
# Description of sample_start_time_datum_cd:
# CST  - Central Standard Time
# CDT  - Central Daylight Time
#
# Description of tm_datum_rlbty_cd:
# K  - Known
# T  - Transferred
#
# Description of coll_ent_cd:
# USGS-WRD  - U.S. Geological Survey-Water Resources Discipline
#
# Description of medium_cd:
# WS  - Surface water
#
# Description of tu_id:
# https://www.itis.gov/
#
# Description of body_part_id:
#
# Description of remark_cd:
# <  - Less than
#
# Data for the following sites are included:
#  USGS 05427965 SPRING HARBOR STORM SEWER AT MADISON, WI
#
# WARNING:  Some spreadsheet programs do not allow more than 256 columns. This retrieval
# may not be imported into those programs without manually editing this file.
#
agency_cd	site_no	sample_dt	sample_tm	sample_end_dt	sample_end_tm	sample_start_time_datum_cd	tm_datum_rlbty_cd	coll_ent_cd	medium_cd	tu_id	body_part_id	p00028	p00060	p00061	p00065	p00500	p00530	p00600	p00605	p00610	p00625	p00630	p00660	p00665	p00666	p00671	p00940	p30207	p30208	p30209	p71845	p71886	p71887	p80154	p80155	p82398	p91157
USGS	05427965	1991-04-28	21:10			CDT	T	USGS-WRD	WS			 1028		 9.1																 0.26				 521	 13	 50	
USGS	05427965	1991-04-29	08:50			CDT	T	USGS-WRD	WS			 1028		 32																 0.91				 520	 45	 50	
USGS	05427965	1991-04-29	09:05			CDT	T	USGS-WRD	WS			 1028		 85																 2.4				 760	 174	 50	
USGS	05427965	1991-04-29	11:40			CDT	T	USGS-WRD	WS			 1028		 41																 1.2				 186	 21	 50	
USGS	05427965	1991-04-29	23:30			CDT	T	USGS-WRD	WS			 1028		 12																 0.34				 227	 7.4	 50	
USGS	05427965	1991-05-05	08:10			CDT	T	USGS-WRD	WS			 1028		 15																 0.42				 246	 9.9	 50	
USGS	05427965	1991-05-05	09:35			CDT	T	USGS-WRD	WS			 1028		 44																 1.2				 112	 13	 50	
USGS	05427965	1991-05-05	10:25			CDT	T	USGS-WRD	WS			 1028		 89																 2.5				 186	 45	 50	
USGS	05427965	1991-05-05	16:10			CDT	T	USGS-WRD	WS			 1028		 10																 0.28				 91	 2.5	 50	
USGS	05427965	1991-05-18	10:55			CDT	T	USGS-WRD	WS			 1028		 11																 0.31				 281	 8.3	 50	
USGS	05427965	1991-05-18	11:25			CDT	T	USGS-WRD	WS			 1028		 61																 1.7				 510	 84	 50	
USGS	05427965	1991-05-18	12:15			CDT	T	USGS-WRD	WS			 1028		 75																 2.1				 139	 28	 50	
USGS	05427965	1991-05-18	15:55			CDT	T	USGS-WRD	WS			 1028		 16																 0.45				 51	 2.2	 50	
USGS	05427965	1991-06-12	02:45			CDT	T	USGS-WRD	WS			 1028		 30																 0.85				 296	 24	 50	
USGS	05427965	1991-06-12	03:00			CDT	T	USGS-WRD	WS			 1028		 23																 0.65				 258	 16	 50	
USGS	05427965	1991-06-12	03:15			CDT	T	USGS-WRD	WS			 1028		 85																 2.4				 554	 127	 50	
USGS	05427965	1991-06-12	03:45			CDT	T	USGS-WRD	WS			 1028		 31																 0.88				 454	 38	 50	
USGS	05427965	1991-06-12	04:50			CDT	T	USGS-WRD	WS			 1028		 6.1																 0.17				 67	 1.1	 50	
USGS	05427965	1991-06-14	19:40			CDT	T	USGS-WRD	WS			 1028		 55																 1.6				 503	 75	 50	
USGS	05427965	1991-06-14	19:45			CDT	T	USGS-WRD	WS			 1028		 110																 3.1				 602	 179	 50	
USGS	05427965	1991-06-14	21:20			CDT	T	USGS-WRD	WS			 1028		 77																 2.2				 229	 48	 50	
USGS	05427965	1991-06-14	22:45			CDT	T	USGS-WRD	WS			 1028		 51																 1.4				 114	 16	 50	
USGS	05427965	1991-06-15	04:10			CDT	T	USGS-WRD	WS			 1028		 51																 1.4				 146	 20	 50	
USGS	05427965	1991-06-15	08:35			CDT	T	USGS-WRD	WS			 1028		 6.1																 0.17				 64	 1.1	 50	
USGS	05427965	1991-07-21	05:40			CDT	T	USGS-WRD	WS			 1028		 24																 0.68				 366	 24	 50	
USGS	05427965	1991-07-21	06:05			CDT	T	USGS-WRD	WS			 1028		 100																 2.8				 1390	 375	 50	
USGS	05427965	1991-07-21	06:50			CDT	T	USGS-WRD	WS			 1028		 167																 4.7				 611	 276	 50	
USGS	05427965	1991-07-21	07:10			CDT	T	USGS-WRD	WS			 1028		 377																 11				 815	 830	 50	
USGS	05427965	1991-07-21	07:30			CDT	T	USGS-WRD	WS			 1028		 202																 5.7				 32	 17	 50	
USGS	05427965	1991-07-21	07:40			CDT	T	USGS-WRD	WS			 1028		 351																 9.9				 831	 788	 50	
USGS	05427965	1991-07-21	08:33			CDT	T	USGS-WRD	WS			 1028		 127																 3.6				 554	 190	 50	
USGS	05427965	1991-07-21	08:35			CDT	T	USGS-WRD	WS			 1028		 121																 3.4				 514	 168	 50	
USGS	05427965	1991-07-21	10:25			CDT	T	USGS-WRD	WS			 1028		 65																 1.8				 191	 34	 50	
USGS	05427965	1991-07-22	01:15			CDT	T	USGS-WRD	WS			 1028		 6.4																 0.18				 20	 0.35	 50	
USGS	05427965	1991-08-08	02:45			CDT	T	USGS-WRD	WS			 1028		 7.2																 0.20				 40	 0.78	 50	
USGS	05427965	1991-08-08	03:20			CDT	T	USGS-WRD	WS			 1028		 69																 2.0				 430	 80	 50	
USGS	05427965	1991-08-08	04:05			CDT	T	USGS-WRD	WS			 1028		 136																 3.9				 178	 65	 50	
USGS	05427965	1991-08-08	05:30			CDT	T	USGS-WRD	WS			 1028		 147																 4.2				 122	 48	 50	
USGS	05427965	1991-08-08	07:18			CDT	T	USGS-WRD	WS			 1028		 58																 1.6				 174	 27	 10	
USGS	05427965	1991-08-08	07:19			CDT	T	USGS-WRD	WS			 1028		 58																 1.6				 90	 14	 50	
USGS	05427965	1991-08-08	17:10			CDT	T	USGS-WRD	WS			 1028		 4.7																 0.13				 34	 0.43	 50	
USGS	05427965	1991-09-09	22:55			CDT	T	USGS-WRD	WS			 1028		 40																 1.1				 664	 72	 50	
USGS	05427965	1991-09-09	23:00			CDT	T	USGS-WRD	WS			 1028		 86																 2.4				 483	 112	 50	
USGS	05427965	1991-09-11	00:05			CDT	T	USGS-WRD	WS			 1028		 5.5																 0.16				 277	 4.1	 50	
USGS	05427965	1991-09-12	00:30			CDT	T	USGS-WRD	WS			 1028		 4.7																 0.13				 9	 0.12	 50	
USGS	05427965	1991-09-12	03:15			CDT	T	USGS-WRD	WS			 1028		 47																 1.3				 88	 11	 50	
USGS	05427965	1991-09-12	03:30			CDT	T	USGS-WRD	WS			 1028		 134																 3.8				 266	 96	 50	
USGS	05427965	1991-09-12	06:45			CDT	T	USGS-WRD	WS			 1028		 37																 1.0				 50	 5.0	 10	
USGS	05427965	1991-09-12	06:46			CDT	T	USGS-WRD	WS			 1028		 37																 1.0				 44	 4.4	 50	
USGS	05427965	1991-09-12	10:05			CDT	T	USGS-WRD	WS			 1028		 14																 0.40				 42	 1.6	 50	
USGS	05427965	1991-09-14	06:15			CDT	T	USGS-WRD	WS			 1028		 22																 0.62				 71	 4.2	 50	
USGS	05427965	1991-09-14	06:50			CDT	T	USGS-WRD	WS			 1028		 57																 1.6				 386	 59	 50	
USGS	05427965	1991-09-14	20:50			CDT	T	USGS-WRD	WS			 1028		 7.7																 0.22				 62	 1.3	 50	
USGS	05427965	1991-09-14	21:20			CDT	T	USGS-WRD	WS			 1028		 26																 0.74				 133	 9.3	 50	
USGS	05427965	1991-09-14	21:25			CDT	T	USGS-WRD	WS			 1028		 71																 2.0				 207	 40	 50	
USGS	05427965	1991-09-14	21:50			CDT	T	USGS-WRD	WS			 1028		 178																 5.0				 1110	 531	 50	
USGS	05427965	1991-09-14	22:25			CDT	T	USGS-WRD	WS			 1028		 71																 2.0				 435	 83	 50	
USGS	05427965	1991-09-15	03:45			CDT	T	USGS-WRD	WS			 1028		 15																 0.42				 57	 2.3	 50	
USGS	05427965	1991-10-24	11:25			CDT	T	USGS-WRD	WS			 1028		 37																 1.0				 347	 35	 50	
USGS	05427965	1991-10-24	11:40			CDT	T	USGS-WRD	WS			 1028		 119																 3.4				 343	 110	 50	
USGS	05427965	1991-10-24	12:05			CDT	T	USGS-WRD	WS			 1028		 152																 4.3				 551	 226	 50	
USGS	05427965	1991-10-24	13:35			CDT	T	USGS-WRD	WS			 1028		 81																 2.3				 217	 47	 50	
USGS	05427965	1991-10-24	19:20			CDT	T	USGS-WRD	WS			 1028		 33																 0.93				 136	 12	 50	
USGS	05427965	1991-10-25	00:30			CDT	T	USGS-WRD	WS			 1028		 113																 3.2				 144	 44	 50	
USGS	05427965	1991-10-26	18:35			CDT	T	USGS-WRD	WS			 1028		 5.0																 0.14				 44	 0.60	 50	
USGS	05427965	1991-11-01	07:50			CST	T	USGS-WRD	WS			 1028		 8.7																 0.25				 42	 0.99	 50	
USGS	05427965	1991-11-01	09:15			CST	T	USGS-WRD	WS			 1028		 60																 1.7				 100	 16	 50	
USGS	05427965	1991-11-01	10:00			CST	T	USGS-WRD	WS			 1028		 126																 3.6				 277	 94	 50	
USGS	05427965	1991-11-01	10:55			CST	T	USGS-WRD	WS			 1028		 69																 2.0				 148	 27	 50	
USGS	05427965	1991-11-01	18:30			CST	T	USGS-WRD	WS			 1028		 11																 0.31				 62	 1.8	 50	
USGS	05427965	1992-02-03	14:10			CST	T	USGS-WRD	WS			 1028		 8.2																 0.23				 200	 4.4	 50	
USGS	05427965	1992-02-18	17:40			CST	T	USGS-WRD	WS			 1028		 5.5																 0.16				 238	 3.5	 50	
USGS	05427965	1992-02-19	12:35			CST	T	USGS-WRD	WS			 1028		 5.2																 0.15				 77	 1.1	 50	
USGS	05427965	1992-02-19	18:35			CST	T	USGS-WRD	WS			 1028		 4.1																 0.12				 470	 5.2	 50	
USGS	05427965	1992-02-20	15:15			CST	T	USGS-WRD	WS			 1028		 7.2																 0.20				 740	 14	 50	
USGS	05427965	1992-02-22	20:20			CST	T	USGS-WRD	WS			 1028		 4.4																 0.12				 148	 1.8	 50	
USGS	05427965	1992-02-24	14:00			CST	T	USGS-WRD	WS			 1028		 6.7																 0.19				 98	 1.8	 50	
USGS	05427965	1992-02-26	16:55			CST	T	USGS-WRD	WS			 1028		 4.4																 0.12				 54	 0.64	 50	
USGS	05427965	1992-02-27	13:30			CST	T	USGS-WRD	WS			 1028		 7.7																 0.22				 152	 3.2	 50	
USGS	05427965	1992-02-27	14:15			CST	T	USGS-WRD	WS			 1028		 19																 0.54				 428	 22	 50	
USGS	05427965	1992-02-28	09:10			CST	T	USGS-WRD	WS			 1028		 5.8																 0.16				 106	 1.7	 50	
USGS	05427965	1992-02-28	11:04			CST	T	USGS-WRD	WS			 1028		 16																 0.45				 319	 14	 50	
USGS	05427965	1992-02-28	11:05			CST	T	USGS-WRD	WS			 1028		 16																 0.45				 253	 11	 10	
USGS	05427965	1992-02-28	17:10			CST	T	USGS-WRD	WS			 1028		 10																 0.28				 102	 2.7	 50	
USGS	05427965	1992-03-01	12:00			CST	T	USGS-WRD	WS			 1028		 6.1																 0.17				 287	 4.7	 50	
USGS	05427965	1992-03-01	18:00			CST	T	USGS-WRD	WS			 1028		 3.4																 0.10				 55	 0.50	 50	
USGS	05427965	1992-03-09	03:05			CST	T	USGS-WRD	WS			 1028		 6.7																 0.19				 424	 7.7	 50	
USGS	05427965	1992-03-09	07:15			CST	T	USGS-WRD	WS			 1028		 7.2																 0.20				 280	 5.4	 50	
USGS	05427965	1992-03-09	09:55			CST	T	USGS-WRD	WS			 1028		 6.7																 0.19				 111	 2.0	 50	
USGS	05427965	1992-03-09	13:55			CST	T	USGS-WRD	WS			 1028		 7.2																 0.20				 538	 10	 50	
USGS	05427965	1992-03-09	14:45			CST	T	USGS-WRD	WS			 1028		 21																 0.59				 219	 12	 50	
USGS	05427965	1992-03-09	16:50			CST	T	USGS-WRD	WS			 1028		 7.7																 0.22				 158	 3.3	 50	
USGS	05427965	1992-03-16	18:15			CST	T	USGS-WRD	WS			 1028		 7.7																 0.22				 502	 10	 50	
USGS	05427965	1992-03-16	19:00			CST	T	USGS-WRD	WS			 1028		 24																 0.68				 459	 30	 50	
USGS	05427965	1992-03-16	19:10			CST	T	USGS-WRD	WS			 1028		 48																 1.4				 1090	 141	 50	
USGS	05427965	1992-03-16	22:15			CST	T	USGS-WRD	WS			 1028		 4.1																 0.12				 126	 1.4	 50	
USGS	05427965	1992-03-22	13:35			CST	T	USGS-WRD	WS			 1028		 9.1																 0.26				 357	 8.8	 50	
USGS	05427965	1992-03-28	23:55			CST	T	USGS-WRD	WS			 1028		 7.2																 0.20				 149	 2.9	 50	
USGS	05427965	1992-03-29	05:55			CST	T	USGS-WRD	WS			 1028		 4.4																 0.12				 37	 0.44	 50	
USGS	05427965	1992-04-08	00:00			CDT	T	USGS-WRD	WS			 1028		 11																 0.31				 642	 19	 50	
USGS	05427965	1992-04-09	03:25			CDT	T	USGS-WRD	WS			 1028		 8.7																 0.25				 43	 1.0	 50	
USGS	05427965	1992-04-15	05:25			CDT	T	USGS-WRD	WS			 1028		 10																 0.28				 478	 13	 50	
USGS	05427965	1992-04-15	06:00			CDT	T	USGS-WRD	WS			 1028		 25																 0.71				 494	 33	 50	
USGS	05427965	1992-04-15	06:05			CDT	T	USGS-WRD	WS			 1028		 42																 1.2				 1180	 134	 50	
USGS	05427965	1992-04-15	08:35			CDT	T	USGS-WRD	WS			 1028		 11																 0.31				 107	 3.2	 50	
USGS	05427965	1992-04-15	10:30			CDT	T	USGS-WRD	WS			 1028		 22																 0.62				 321	 19	 10	
USGS	05427965	1992-04-15	10:32			CDT	T	USGS-WRD	WS			 1028		 22																 0.62				 227	 13	 50	
USGS	05427965	1992-04-15	11:50			CDT	T	USGS-WRD	WS			 1028		 12																 0.34				 233	 7.5	 50	
USGS	05427965	1992-04-15	13:25			CDT	T	USGS-WRD	WS			 1028		 4.4																 0.12				 91	 1.1	 50	
USGS	05427965	1992-04-15	21:10			CDT	T	USGS-WRD	WS			 1028		 39																 1.1				 1370	 144	 50	
USGS	05427965	1992-04-16	13:35			CDT	T	USGS-WRD	WS			 1028		 3.6																 0.10				 17	 0.16	 50	
USGS	05427965	1992-04-18	23:20			CDT	T	USGS-WRD	WS			 1028		 17																 0.48				 596	 27	 50	
USGS	05427965	1992-04-18	23:50			CDT	T	USGS-WRD	WS			 1028		 40																 1.1				 669	 72	 50	
USGS	05427965	1992-04-19	01:10			CDT	T	USGS-WRD	WS			 1028		 61																 1.7				 368	 61	 50	
USGS	05427965	1992-04-19	03:10			CDT	T	USGS-WRD	WS			 1028		 41																 1.2				 190	 21	 50	
USGS	05427965	1992-04-19	05:40			CDT	T	USGS-WRD	WS			 1028		 10																 0.28				 86	 2.3	 50	
USGS	05427965	1992-04-19	12:45			CDT	T	USGS-WRD	WS			 1028		 21																 0.59				 349	 20	 50	
USGS	05427965	1992-04-20	23:10			CDT	T	USGS-WRD	WS			 1028		 25																 0.71				 625	 42	 50	
USGS	05427965	1992-04-21	00:40			CDT	T	USGS-WRD	WS			 1028		 11																 0.31				 373	 11	 50	
USGS	05427965	1992-04-23	15:00			CDT	T	USGS-WRD	WS			 1028		 18																 0.51				 129	 6.3	 50	
USGS	05427965	1992-05-11	17:00			CDT	T	USGS-WRD	WS			 1028		 5.8																 0.16				 436	 6.8	 50	
USGS	05427965	1992-05-11	17:45			CDT	T	USGS-WRD	WS			 1028		 18																 0.51				 1340	 65	 50	
USGS	05427965	1992-05-11	19:30			CDT	T	USGS-WRD	WS			 1028		 6.1																 0.17				 102	 1.7	 50	
USGS	05427965	1992-05-22	23:10			CDT	T	USGS-WRD	WS			 1028		 16																 0.45				 728	 31	 50	
USGS	05427965	1992-05-22	23:15			CDT	T	USGS-WRD	WS			 1028		 33																 0.93				 734	 65	 50	
USGS	05427965	1992-05-23	01:40			CDT	T	USGS-WRD	WS			 1028		 14																 0.40				 103	 3.9	 50	
USGS	05427965	1992-05-23	08:01			CDT	T	USGS-WRD	WS			 1028		 5.5																 0.16				 40	 0.60	 10	
USGS	05427965	1992-05-23	08:02			CDT	T	USGS-WRD	WS			 1028		 5.5																 0.16				 35	 0.52	 50	
USGS	05427965	1992-06-13	22:35			CDT	T	USGS-WRD	WS			 1028		 58																 1.6				 1310	 205	 50	
USGS	05427965	1992-06-13	22:45			CDT	T	USGS-WRD	WS			 1028		 117																 3.3				 1290	 408	 50	
USGS	05427965	1992-06-13	22:55			CDT	T	USGS-WRD	WS			 1028		 178																 5.0				 1240	 595	 50	
USGS	05427965	1992-06-13	23:20			CDT	T	USGS-WRD	WS			 1028		 130																 3.7				 1070	 377	 50	
USGS	05427965	1992-06-14	00:20			CDT	T	USGS-WRD	WS			 1028		 57																 1.6				 479	 74	 50	
USGS	05427965	1992-06-14	07:55			CDT	T	USGS-WRD	WS			 1028		 8.2																 0.23				 70	 1.5	 50	
USGS	05427965	1992-06-17	12:00			CDT	T	USGS-WRD	WS			 1028		 27																 0.76				 789	 58	 50	
USGS	05427965	1992-06-17	12:05			CDT	T	USGS-WRD	WS			 1028		 72																 2.0				 815	 158	 50	
USGS	05427965	1992-06-17	12:30			CDT	T	USGS-WRD	WS			 1028		 95																 2.7				 1140	 293	 50	
USGS	05427965	1992-06-17	13:30			CDT	T	USGS-WRD	WS			 1028		 45																 1.3				 458	 56	 50	
USGS	05427965	1992-06-17	14:08			CDT	T	USGS-WRD	WS			 1028		 38																 1.1				 221	 23	 50	
USGS	05427965	1992-06-17	14:09			CDT	T	USGS-WRD	WS			 1028		 38																 1.1				 247	 25	 10	
USGS	05427965	1992-06-17	15:35			CDT	T	USGS-WRD	WS			 1028		 12																 0.34				 112	 3.6	 50	
USGS	05427965	1992-06-24	07:40			CDT	T	USGS-WRD	WS			 1028		 12																 0.34				 372	 12	 50	
USGS	05427965	1992-07-02	08:20			CDT	T	USGS-WRD	WS			 1028		 7.2																 0.20				 396	 7.7	 50	
USGS	05427965	1992-07-02	08:55			CDT	T	USGS-WRD	WS			 1028		 23																 0.65				 531	 33	 50	
USGS	05427965	1992-07-02	11:10			CDT	T	USGS-WRD	WS			 1028		 7.2																 0.20				 62	 1.2	 50	
USGS	05427965	1992-07-02	14:05			CDT	T	USGS-WRD	WS			 1028		 33																 0.93				 466	 41	 50	
USGS	05427965	1992-07-02	14:10			CDT	T	USGS-WRD	WS			 1028		 131																 3.7				 617	 218	 50	
USGS	05427965	1992-07-02	15:15			CDT	T	USGS-WRD	WS			 1028		 61																 1.7				 643	 106	 50	
USGS	05427965	1992-07-02	19:00			CDT	T	USGS-WRD	WS			 1028		 12																 0.34				 98	 3.2	 50	
USGS	05427965	1992-07-07	05:20			CDT	T	USGS-WRD	WS			 1028		 9.1																 0.26				 281	 6.9	 50	
USGS	05427965	1992-07-08	08:05			CDT	T	USGS-WRD	WS			 1028		 139																 3.9				 456	 171	 50	
USGS	05427965	1992-07-08	08:25			CDT	T	USGS-WRD	WS			 1028		 192																 5.4				 1230	 640	 50	
USGS	05427965	1992-07-08	08:30			CDT	T	USGS-WRD	WS			 1028		 114																 3.2				 1570	 483	 50	
USGS	05427965	1992-07-08	09:09			CDT	T	USGS-WRD	WS			 1028		 94																 2.7				 663	 168	 10	
USGS	05427965	1992-07-08	09:11			CDT	T	USGS-WRD	WS			 1028		 91																 2.6				 559	 137	 50	
USGS	05427965	1992-07-08	15:50			CDT	T	USGS-WRD	WS			 1028		 35																 0.99				 164	 15	 50	
USGS	05427965	1992-07-08	18:10			CDT	T	USGS-WRD	WS			 1028		 6.1																 0.17				 138	 2.3	 50	
USGS	05427965	1992-07-12	10:40			CDT	T	USGS-WRD	WS			 1028		 24																 0.68				 345	 22	 50	
USGS	05427965	1992-07-12	11:05			CDT	T	USGS-WRD	WS			 1028		 53																 1.5				 785	 112	 50	
USGS	05427965	1992-07-12	12:00			CDT	T	USGS-WRD	WS			 1028		 125																 3.5				 230	 78	 50	
USGS	05427965	1992-07-12	13:00			CDT	T	USGS-WRD	WS			 1028		 60																 1.7				 476	 77	 50	
USGS	05427965	1992-07-12	14:25			CDT	T	USGS-WRD	WS			 1028		 146																 4.1				 417	 164	 50	
USGS	05427965	1992-07-12	16:05			CDT	T	USGS-WRD	WS			 1028		 47																 1.3				 105	 13	 50	
USGS	05427965	1992-07-12	23:55			CDT	T	USGS-WRD	WS			 1028		 5.2																 0.15				 41	 0.58	 50	
USGS	05427965	1992-07-13	08:30			CDT	T	USGS-WRD	WS			 1028		 15																 0.42				 62	 2.5	 50	
USGS	05427965	1992-07-13	10:05			CDT	T	USGS-WRD	WS			 1028		 54																 1.5				 63	 9.1	 50	
USGS	05427965	1992-07-13	13:40			CDT	T	USGS-WRD	WS			 1028		 6.7																 0.19				 33	 0.59	 50	
USGS	05427965	1992-07-13	16:35			CDT	T	USGS-WRD	WS			 1028		 23																 0.65				 68	 4.2	 50	
USGS	05427965	1992-07-13	17:15			CDT	T	USGS-WRD	WS			 1028		 87																 2.5				 155	 36	 50	
USGS	05427965	1992-07-13	17:35			CDT	T	USGS-WRD	WS			 1028		 117																 3.3				 280	 89	 50	
USGS	05427965	1992-07-13	18:30			CDT	T	USGS-WRD	WS			 1028		 85																 2.4				 186	 43	 50	
USGS	05427965	1992-07-13	21:25			CDT	T	USGS-WRD	WS			 1028		 37																 1.0				 56	 5.6	 50	
USGS	05427965	1992-07-14	00:15			CDT	T	USGS-WRD	WS			 1028		 8.2																 0.23				 31	 0.69	 50	
USGS	05427965	1992-07-16	03:50			CDT	T	USGS-WRD	WS			 1028		 11																 0.31				 62	 1.8	 50	
USGS	05427965	1992-07-22	12:50			CDT	T	USGS-WRD	WS			 1028		 6.7																 0.19				 79	 1.4	 50	
USGS	05427965	1992-07-22	18:50			CDT	T	USGS-WRD	WS			 1028		 7.7																 0.22				 30	 0.63	 50	
USGS	05427965	1992-07-30	13:25			CDT	T	USGS-WRD	WS			 1028		 9.6																 0.27				 160	 4.2	 50	
USGS	05427965	1992-08-03	18:05			CDT	T	USGS-WRD	WS			 1028		 11																 0.31				 345	 10	 50	
USGS	05427965	1992-08-07	17:45			CDT	T	USGS-WRD	WS			 1028		 29																 0.82				 445	 35	 50	
USGS	05427965	1992-08-07	18:00			CDT	T	USGS-WRD	WS			 1028		 47																 1.3				 288	 37	 50	
USGS	05427965	1992-08-07	18:15			CDT	T	USGS-WRD	WS			 1028		 67																 1.9				 225	 41	 50	
USGS	05427965	1992-08-07	23:00			CDT	T	USGS-WRD	WS			 1028		 29																 0.82				 49	 3.9	 50	
USGS	05427965	1992-08-08	01:15			CDT	T	USGS-WRD	WS			 1028		 4.4																 0.12				 30	 0.35	 50	
USGS	05427965	1992-08-12	07:35			CDT	T	USGS-WRD	WS			 1028		 6.4																 0.18				 64	 1.1	 50	
USGS	05427965	1992-08-25	18:25			CDT	T	USGS-WRD	WS			 1028		 39																 1.1				 368	 39	 50	
USGS	05427965	1992-08-25	18:40			CDT	T	USGS-WRD	WS			 1028		 72																 2.0				 357	 69	 50	
USGS	05427965	1992-08-25	18:45			CDT	T	USGS-WRD	WS			 1028		 112																 3.2				 622	 188	 50	
USGS	05427965	1992-08-25	20:30			CDT	T	USGS-WRD	WS			 1028		 77																 2.2				 578	 120	 50	
USGS	05427965	1992-08-25	22:20			CDT	T	USGS-WRD	WS			 1028		 33																 0.93				 161	 14	 50	
USGS	05427965	1992-08-26	02:10			CDT	T	USGS-WRD	WS			 1028		 19																 0.54				 80	 4.1	 50	
USGS	05427965	1992-08-26	06:51			CDT	T	USGS-WRD	WS			 1028		 12																 0.34				 48	 1.5	 10	
USGS	05427965	1992-08-26	06:53			CDT	T	USGS-WRD	WS			 1028		 12																 0.34				 48	 1.5	 50	
USGS	05427965	1992-08-29	04:35			CDT	T	USGS-WRD	WS			 1028		 6.4																 0.18				 41	 0.70	 50	
USGS	05427965	1992-08-29	05:00			CDT	T	USGS-WRD	WS			 1028		 66																 1.9				 116	 21	 50	
USGS	05427965	1992-08-29	05:25			CDT	T	USGS-WRD	WS			 1028		 130																 3.7				 414	 145	 50	
USGS	05427965	1992-08-29	06:30			CDT	T	USGS-WRD	WS			 1028		 73																 2.1				 391	 77	 50	
USGS	05427965	1992-08-29	09:00			CDT	T	USGS-WRD	WS			 1028		 33																 0.93				 659	 59	 50	
USGS	05427965	1992-08-29	14:55			CDT	T	USGS-WRD	WS			 1028		 18																 0.51				 135	 6.6	 50	
USGS	05427965	1992-09-02	16:55			CDT	T	USGS-WRD	WS			 1028		 32																 0.91				 346	 30	 50	
USGS	05427965	1992-09-02	17:00			CDT	T	USGS-WRD	WS			 1028		 41																 1.2				 488	 54	 50	
USGS	05427965	1992-09-02	17:20			CDT	T	USGS-WRD	WS			 1028		 61																 1.7				 391	 64	 50	
USGS	05427965	1992-09-02	18:35			CDT	T	USGS-WRD	WS			 1028		 21																 0.59				 213	 12	 50	
USGS	05427965	1992-09-02	22:15			CDT	T	USGS-WRD	WS			 1028		 6.7																 0.19				 54	 0.98	 50	
USGS	05427965	1992-09-06	02:25			CDT	T	USGS-WRD	WS			 1028		 33																 0.93				 396	 35	 50	
